system:index,B11,B12,B5,B6,B7,EVI,GNDVI,MSAVI,NDRE,NDVI,NDVI_SG,NDWI,SAVI,date,id,latitude,longitude,.geo
20231004T053649_20231004T054609_T42QZM_00000000000000000000_0,0.2545,0.2059,0.142,0.2151,0.242,0.2807521538598884,0.4540129,0.2394729212692296,0.27216813,0.43509686,0.43588948,-0.4540129,0.26687551662584863,2023-10-04,1,23.81494921194685,72.72078447951002,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.72078447951002,23.81494921194685]}"
20231004T053649_20231004T054609_T42QZM_00000000000000000001_0,0.3325,0.2546,0.1865,0.3059,0.3399,0.39246361422241116,0.51312864,0.34603644178100845,0.29154795,0.5138023,0.46615705,-0.51312864,0.3647281949403431,2023-10-04,2,23.814771068947337,72.71695593337661,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71695593337661,23.814771068947337]}"
20231004T053649_20231004T054609_T42QZM_00000000000000000002_0,0.2216,0.1114,0.1142,0.3809,0.4525,0.7511361941108214,0.7128168,0.6702092383385376,0.6066139,0.8300961,0.8320074,-0.7128168,0.6285530274431071,2023-10-04,3,23.810904395741456,72.71272823281888,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71272823281888,23.810904395741456]}"
20231004T053649_20231004T054609_T42QZM_00000000000000000003_0,0.3743,0.3237,0.2102,0.2971,0.3301,0.24973210444175997,0.42237058,0.23141945762073046,0.23702358,0.32658622,0.33322778,-0.42237058,0.24827382138395782,2023-10-04,4,23.81394299041448,72.71389317297589,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71389317297589,23.81394299041448]}"
20231004T053649_20231004T054609_T42QZM_00000000000000000004_0,0.288,0.2132,0.1483,0.2831,0.3178,0.37488514593410593,0.54304636,0.33359367249666144,0.34264183,0.539126,0.52464026,-0.54304636,0.3561996237446443,2023-10-04,5,23.8164528729731,72.71827839281798,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71827839281798,23.8164528729731]}"
20231004T053649_20231004T054609_T42QZM_00000000000000000005_0,0.2365,0.1386,0.1393,0.3082,0.358,0.604641697749522,0.6426575,0.5291204237519229,0.46556684,0.7470844,0.7300031,-0.6426575,0.5228315409223373,2023-10-04,6,23.816303349466093,72.71699962423295,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71699962423295,23.816303349466093]}"
20231004T053649_20231004T054609_T42QZM_00000000000000000006_0,0.3274,0.2336,0.1753,0.3373,0.374,0.4700826027715953,0.5491117,0.4175982714109635,0.36783266,0.5850397,0.5438232,-0.5491117,0.42918455193632077,2023-10-04,7,23.8159948173079,72.71483397682769,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71483397682769,23.8159948173079]}"
20231004T053649_20231004T054609_T42QZM_00000000000000000007_0,0.3208,0.2193,0.1706,0.349,0.3863,0.5315762653452428,0.59221727,0.47340541487336757,0.3943912,0.6538948,0.63021666,-0.59221727,0.47784617606093444,2023-10-04,8,23.814438900010757,72.71577001355423,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71577001355423,23.814438900010757]}"
20231004T053649_20231004T054609_T42QZM_00000000000000000008_0,0.2492,0.1451,0.1264,0.3003,0.3437,0.548231563454179,0.6273818,0.4807331635739525,0.46474698,0.72647864,0.722792,-0.6273818,0.4847895988141541,2023-10-04,9,23.812743186750275,72.71876080118784,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71876080118784,23.812743186750275]}"
20231004T053649_20231004T054609_T42QZM_00000000000000000009_0,0.231,0.1272,0.1237,0.3523,0.4101,0.6868686524358338,0.7014331,0.6135994369086286,0.55107963,0.8033755,0.7740281,-0.7014331,0.5864476020558952,2023-10-04,10,23.811962723797375,72.71746407975041,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71746407975041,23.811962723797375]}"
20231004T053649_20231004T054609_T42QZM_0000000000000000000a_0,0.3484,0.304,0.2081,0.2678,0.2983,0.2551739812095998,0.4258956,0.23124593108123637,0.1880609,0.35423616,0.34656158,-0.4258956,0.2516057856106283,2023-10-04,11,23.813647096327806,72.72241393489234,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.72241393489234,23.813647096327806]}"
20231004T053649_20231004T054609_T42QZM_0000000000000000000b_0,0.318,0.214,0.1879,0.3684,0.4033,0.5574475244805788,0.5663294,0.4855105209652687,0.371782,0.6527694,0.6507264,-0.5663294,0.48785748992784667,2023-10-04,12,23.81303273325521,72.7217101419017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.7217101419017,23.81303273325521]}"
20231004T053649_20231004T054609_T42QZM_0000000000000000000c_0,0.2257,0.1201,0.1226,0.3656,0.4271,0.7519509527554565,0.7131549,0.6607819692968728,0.57511693,0.830447,0.8392579,-0.7131549,0.6207103801883396,2023-10-04,13,23.81240179738519,72.72169213111717,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.72169213111717,23.81240179738519]}"
20231004T053649_20231004T054609_T42QZM_0000000000000000000e_0,0.2649,0.1922,0.1408,0.2831,0.3239,0.48884040325274913,0.5919078,0.43510680725992756,0.4442471,0.6273071,0.6356097,-0.5919078,0.445561791822195,2023-10-04,15,23.81382747672902,72.72614446677167,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.72614446677167,23.81382747672902]}"
20231004T053649_20231004T054609_T42QZM_0000000000000000000f_0,0.2899,0.1884,0.1682,0.3978,0.4438,0.6983833983019221,0.6275022,0.6010900672134973,0.47081956,0.7506085,0.75670063,-0.6275022,0.5815201737889539,2023-10-04,16,23.812269138327217,72.72717831350943,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.72717831350943,23.812269138327217]}"
20231004T053649_20231004T054609_T42QZM_00000000000000000010_0,0.2904,0.1969,0.1574,0.3221,0.3759,0.5674757703906291,0.5891648,0.4887983561760285,0.42196107,0.6827466,0.67640686,-0.5891648,0.49083521178178097,2023-10-04,17,23.81373971359841,72.72604392219604,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.72604392219604,23.81373971359841]}"
20231004T053649_20231004T054609_T42QZM_00000000000000000011_0,0.2486,0.147,0.1356,0.3175,0.3718,0.6852885769244161,0.6779763,0.5998742120228769,0.5100271,0.7970329,0.79728866,-0.6779763,0.576157919515633,2023-10-04,18,23.811227692093873,72.72175665118874,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.72175665118874,23.811227692093873]}"
20231004T053649_20231004T054609_T42QZM_00000000000000000012_0,0.2674,0.1755,0.1462,0.3526,0.4017,0.6378644830905086,0.6563877,0.5662313617877415,0.47767058,0.75925136,0.7588356,-0.6563877,0.5519480403790442,2023-10-04,19,23.81075571751817,72.72262548676761,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.72262548676761,23.81075571751817]}"
20231004T053649_20231004T054609_T42QZM_00000000000000000014_0,0.2728,0.176,0.1616,0.3618,0.4162,0.5881632576202969,0.622589,0.5183026548757023,0.43258426,0.70106316,0.72317076,-0.622589,0.51490250321445,2023-10-04,21,23.81802101810496,72.73175453315318,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.73175453315318,23.81802101810496]}"
20231004T053649_20231004T054609_T42QZM_00000000000000000015_0,0.2877,0.1993,0.1604,0.3288,0.3751,0.49724600872659747,0.5918794,0.4444925901429665,0.406695,0.6248665,0.5937392,-0.5918794,0.45320730350128297,2023-10-04,22,23.8198070482413,72.73249195287349,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.73249195287349,23.8198070482413]}"
20231004T053649_20231004T054609_T42QZM_00000000000000000016_0,0.2779,0.1839,0.1584,0.3381,0.3912,0.5201912976048745,0.60067827,0.4500701722430199,0.40895525,0.636403,0.6425444,-0.60067827,0.45819033579393803,2023-10-04,23,23.81979754883215,72.73288384176482,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.73288384176482,23.81979754883215]}"
20231004T053649_20231004T054609_T42QZM_00000000000000000017_0,0.2973,0.1908,0.1691,0.3959,0.4405,0.6271385949428694,0.6024939,0.5365941292920784,0.4298719,0.70904696,0.7064287,-0.6024939,0.5298103089557092,2023-10-04,24,23.8185618136746,72.73177001671797,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.73177001671797,23.8185618136746]}"
20231004T053649_20231004T054609_T42QZM_00000000000000000018_0,0.2575,0.1532,0.1435,0.349,0.4088,0.6662531674049009,0.6739174,0.5804363710675975,0.49014035,0.7711149,0.79119444,-0.6739174,0.5626540835125283,2023-10-04,25,23.818383922591895,72.73166688421249,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.73166688421249,23.818383922591895]}"
20231004T053649_20231004T054609_T43QBG_00000000000000000000_0,0.2714,0.2209,0.1521,0.2336,0.2662,0.280119817190045,0.4552869,0.24068308290641904,0.2430953,0.43521976,0.43588948,-0.4552869,0.2679518962760807,2023-10-04,1,23.814953019746564,72.72076770909507,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.72076770909507,23.814953019746564]}"
20231004T053649_20231004T054609_T43QBG_00000000000000000001_0,0.3367,0.2567,0.1908,0.3018,0.3388,0.36509720045705146,0.4955338,0.3311938306500941,0.29646015,0.4773109,0.42176646,-0.4955338,0.34918031034414965,2023-10-04,2,23.814807603653133,72.71704150149439,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71704150149439,23.814807603653133]}"
20231004T053649_20231004T054609_T43QBG_00000000000000000002_0,0.2212,0.1079,0.1131,0.3877,0.4591,0.7700135445964931,0.71714234,0.6846069143035254,0.6135975,0.84024936,0.8423059,-0.71714234,0.6384584832996129,2023-10-04,3,23.810862748972003,72.71279315798994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71279315798994,23.810862748972003]}"
20231004T053649_20231004T054609_T43QBG_00000000000000000003_0,0.3728,0.3198,0.2098,0.2938,0.3273,0.24511719710070287,0.42586616,0.22693279884573947,0.22454259,0.32599556,0.33322778,-0.42586616,0.24442330819931007,2023-10-04,4,23.813948805444607,72.71391655505806,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71391655505806,23.813948805444607]}"
20231004T053649_20231004T054609_T43QBG_00000000000000000004_0,0.2867,0.2124,0.1458,0.2675,0.3014,0.3749735236720202,0.545014,0.3346602730646537,0.35012257,0.54108363,0.52464026,-0.545014,0.3572388020784737,2023-10-04,5,23.816451041007095,72.718288384796,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.718288384796,23.816451041007095]}"
20231004T053649_20231004T054609_T43QBG_00000000000000000005_0,0.2327,0.1362,0.1311,0.3093,0.3603,0.6056967992490669,0.6387041,0.5326900648988553,0.4888889,0.7522368,0.72944635,-0.6387041,0.5255369450121163,2023-10-04,6,23.816251651928013,72.71701623418791,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71701623418791,23.816251651928013]}"
20231004T053649_20231004T054609_T43QBG_00000000000000000006_0,0.3219,0.2331,0.1742,0.3312,0.3618,0.49543875470283455,0.5616104,0.4376189831858183,0.37585095,0.6104005,0.5533614,-0.5616104,0.44697511676740603,2023-10-04,7,23.81594891362893,72.71486276691512,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71486276691512,23.81594891362893]}"
20231004T053649_20231004T054609_T43QBG_00000000000000000007_0,0.3152,0.2133,0.1681,0.3469,0.3806,0.5325362940860675,0.5933576,0.4755919499496551,0.40124667,0.65642107,0.63021666,-0.5933576,0.4796923057715964,2023-10-04,8,23.81442769970686,72.71577252953405,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71577252953405,23.81442769970686]}"
20231004T053649_20231004T054609_T43QBG_00000000000000000008_0,0.2721,0.175,0.14,0.297,0.3413,0.5721552412092104,0.64915574,0.5083471033169324,0.43043125,0.76020026,0.76699096,-0.64915574,0.5064480316472513,2023-10-04,9,23.81266621740174,72.71874706260162,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71874706260162,23.81266621740174]}"
20231004T053649_20231004T054609_T43QBG_0000000000000000000a_0,0.3539,0.3016,0.1998,0.2808,0.3157,0.24677308450626853,0.4219866,0.2279207621633369,0.21385008,0.34510574,0.33116502,-0.4219866,0.2476791469501683,2023-10-04,11,23.813712672253867,72.72235936305998,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.72235936305998,23.813712672253867]}"
20231004T053649_20231004T054609_T43QBG_0000000000000000000b_0,0.3239,0.2177,0.1977,0.3673,0.3946,0.5747894035387422,0.5788677,0.5054323725638319,0.35665473,0.67396104,0.66850686,-0.5788677,0.504508569723183,2023-10-04,12,23.812980498293154,72.72168527704638,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.72168527704638,23.812980498293154]}"
20231004T053649_20231004T054609_T43QBG_0000000000000000000c_0,0.2332,0.1283,0.1216,0.3601,0.428,0.756231687897756,0.71677727,0.6653494368001167,0.5766017,0.83691686,0.83276695,-0.71677727,0.6232628523802455,2023-10-04,13,23.81234872488158,72.72169630743916,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.72169630743916,23.81234872488158]}"
20231004T053649_20231004T054609_T43QBG_0000000000000000000e_0,0.2726,0.1999,0.144,0.2992,0.3484,0.42718712509796203,0.55438596,0.3756523074132901,0.42215088,0.54624784,0.5617037,-0.55438596,0.39190317890451554,2023-10-04,15,23.813769151172522,72.7261852290762,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.7261852290762,23.813769151172522]}"
20231004T053649_20231004T054609_T43QBG_0000000000000000000f_0,0.283,0.1774,0.1623,0.3961,0.4425,0.6929207087423666,0.62984866,0.601631827661961,0.48541534,0.75042033,0.75670063,-0.62984866,0.582005208007763,2023-10-04,16,23.812249305025215,72.72719294630869,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.72719294630869,23.812249305025215]}"
20231004T053649_20231004T054609_T43QBG_00000000000000000010_0,0.3058,0.2113,0.1729,0.3307,0.3784,0.5642016429064888,0.59868693,0.4888654747117565,0.38524446,0.6800345,0.6665032,-0.59868693,0.4908694773780523,2023-10-04,17,23.813677450570285,72.7260887026088,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.7260887026088,23.813677450570285]}"
20231004T053649_20231004T054609_T43QBG_00000000000000000011_0,0.2356,0.135,0.1287,0.334,0.389,0.7224758165819062,0.692813,0.640389389416095,0.54587156,0.82351714,0.8358651,-0.692813,0.605354416488787,2023-10-04,18,23.811175431252913,72.72171679143995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.72171679143995,23.811175431252913]}"
20231004T053649_20231004T054609_T43QBG_00000000000000000012_0,0.2697,0.1782,0.1454,0.3558,0.4058,0.630035836729877,0.65873337,0.5643780763704646,0.47754222,0.75952077,0.7588356,-0.65873337,0.5504444811851242,2023-10-04,19,23.810737208525776,72.72260754005633,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.72260754005633,23.810737208525776]}"
20231004T053649_20231004T054609_T43QBG_00000000000000000014_0,0.2736,0.1762,0.162,0.3575,0.4175,0.6157392202870374,0.62673646,0.5245055948992597,0.42756185,0.71404326,0.6695967,-0.62673646,0.5197652838602113,2023-10-04,21,23.81809490551643,72.73180125740016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.73180125740016,23.81809490551643]}"
20231004T053649_20231004T054609_T43QBG_00000000000000000015_0,0.2946,0.2077,0.164,0.332,0.3779,0.4678688595835914,0.5871446,0.4239202276327885,0.40276766,0.58845365,0.5937392,-0.5871446,0.4346193010432477,2023-10-04,22,23.819819834460695,72.73245817111389,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.73245817111389,23.819819834460695]}"
20231004T053649_20231004T054609_T43QBG_00000000000000000016_0,0.2885,0.196,0.1657,0.3495,0.3926,0.492811034512917,0.5775933,0.4357317297295729,0.3929291,0.6116999,0.660133,-0.5775933,0.44546202600530166,2023-10-04,23,23.819827050264973,72.73294869248998,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.73294869248998,23.819827050264973]}"
20231004T053649_20231004T054609_T43QBG_00000000000000000017_0,0.2929,0.1893,0.1685,0.387,0.4327,0.5966294082050106,0.60133415,0.5145957736946803,0.41553938,0.69582385,0.7064287,-0.60133415,0.5119229941758372,2023-10-04,24,23.818546175083224,72.73179341138616,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.73179341138616,23.818546175083224]}"
20231004T053649_20231004T054609_T43QBG_00000000000000000018_0,0.2547,0.1512,0.1423,0.3407,0.4038,0.5729259775096871,0.60814667,0.49747517795421786,0.4701173,0.6864588,0.71536386,-0.60814667,0.497934337683707,2023-10-04,25,23.81845447748001,72.73169687742295,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.73169687742295,23.81845447748001]}"
20231009T053731_20231009T054836_T42QZM_00000000000000000000_0,0.2689,0.1994,0.1518,0.2314,0.2554,0.2752674669426353,0.45615983,0.24931738301941497,0.26702076,0.43466374,0.4439296,-0.45615983,0.2754677679000071,2023-10-09,1,23.81494921194685,72.72078447951002,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.72078447951002,23.81494921194685]}"
20231009T053731_20231009T054836_T42QZM_00000000000000000001_0,0.2936,0.2285,0.1581,0.2379,0.2598,0.25489185669950365,0.47704005,0.2336009173779452,0.22990745,0.41654977,0.45059747,-0.47704005,0.26007004467843087,2023-10-09,2,23.814771068947337,72.71695593337661,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71695593337661,23.814771068947337]}"
20231009T053731_20231009T054836_T42QZM_00000000000000000002_0,0.2129,0.097,0.1049,0.3789,0.4477,0.723309583295477,0.71941334,0.6609472486949666,0.6188227,0.8390093,0.8039166,-0.71941334,0.6193499019111568,2023-10-09,3,23.810904395741456,72.71272823281888,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71272823281888,23.810904395741456]}"
20231009T053731_20231009T054836_T42QZM_00000000000000000003_0,0.3253,0.2617,0.1685,0.2407,0.2601,0.21577191621593445,0.44731927,0.20534618943103888,0.2337426,0.3387614,0.3299081,-0.44731927,0.2274936253216967,2023-10-09,4,23.81394299041448,72.71389317297589,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71389317297589,23.81394299041448]}"
20231009T053731_20231009T054836_T42QZM_00000000000000000004_0,0.2967,0.2143,0.1551,0.2792,0.2967,0.3498766961274728,0.5229219,0.3174440508995622,0.32181898,0.5103672,0.5417578,-0.5229219,0.3403865376004024,2023-10-09,5,23.8164528729731,72.71827839281798,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71827839281798,23.8164528729731]}"
20231009T053731_20231009T054836_T42QZM_00000000000000000005_0,0.2482,0.142,0.1432,0.2898,0.3278,0.5342215591704836,0.6171285,0.47576775063513466,0.42292967,0.7078597,0.67435664,-0.6171285,0.48062396071612484,2023-10-09,6,23.816303349466093,72.71699962423295,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71699962423295,23.816303349466093]}"
20231009T053731_20231009T054836_T42QZM_00000000000000000006_0,0.2925,0.2127,0.1608,0.2697,0.2899,0.34528182422306813,0.5216259,0.3136026563282224,0.28975263,0.5176715,0.52148086,-0.5216259,0.33770341953701544,2023-10-09,7,23.8159948173079,72.71483397682769,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71483397682769,23.8159948173079]}"
20231009T053731_20231009T054836_T42QZM_00000000000000000007_0,0.2901,0.1991,0.1488,0.2921,0.3121,0.4206453260141179,0.57382804,0.3798110364777533,0.35681868,0.6064483,0.6166063,-0.57382804,0.39907946019121665,2023-10-09,8,23.814438900010757,72.71577001355423,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71577001355423,23.814438900010757]}"
20231009T053731_20231009T054836_T42QZM_00000000000000000008_0,0.253,0.1458,0.1238,0.2859,0.3293,0.5448095496566078,0.63804996,0.4846620893573162,0.47116616,0.7350126,0.671551,-0.63804996,0.48795986155375753,2023-10-09,9,23.812743186750275,72.71876080118784,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71876080118784,23.812743186750275]}"
20231009T053731_20231009T054836_T42QZM_00000000000000000009_0,0.2486,0.1454,0.13,0.3476,0.4173,0.6758292573165399,0.70483965,0.6117975442601028,0.53405017,0.80058897,0.753299,-0.70483965,0.5852983469427244,2023-10-09,10,23.811962723797375,72.71746407975041,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71746407975041,23.811962723797375]}"
20231009T053731_20231009T054836_T42QZM_0000000000000000000a_0,0.3101,0.2607,0.1665,0.2225,0.2357,0.21793840661506544,0.43349612,0.20000001301648296,0.19951925,0.35193717,0.34731245,-0.43349612,0.2241974590562694,2023-10-09,11,23.813647096327806,72.72241393489234,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.72241393489234,23.813647096327806]}"
20231009T053731_20231009T054836_T42QZM_0000000000000000000b_0,0.3037,0.21,0.1804,0.3581,0.3879,0.5319221138417936,0.5655965,0.47807674228971786,0.37295794,0.65827036,0.6235556,-0.5655965,0.4817697634506327,2023-10-09,12,23.81303273325521,72.7217101419017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.7217101419017,23.81303273325521]}"
20231009T053731_20231009T054836_T42QZM_0000000000000000000c_0,0.2273,0.1133,0.1162,0.3558,0.4066,0.7180602647415567,0.7335992,0.6614527102545835,0.57814485,0.8501809,0.81445944,-0.7335992,0.6178472122614846,2023-10-09,13,23.81240179738519,72.72169213111717,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.72169213111717,23.81240179738519]}"
20231009T053731_20231009T054836_T42QZM_0000000000000000000e_0,0.2733,0.1766,0.1495,0.3072,0.3453,0.48600784748298914,0.5844602,0.42940149241916764,0.42344776,0.61461073,0.6344848,-0.5844602,0.4403468776151367,2023-10-09,15,23.81382747672902,72.72614446677167,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.72614446677167,23.81382747672902]}"
20231009T053731_20231009T054836_T42QZM_0000000000000000000f_0,0.2889,0.1652,0.1684,0.4056,0.4372,0.6925675743699528,0.6370057,0.6101527499665145,0.4670886,0.7647507,0.74718106,-0.6370057,0.5877706455780695,2023-10-09,16,23.812269138327217,72.72717831350943,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.72717831350943,23.812269138327217]}"
20231009T053731_20231009T054836_T42QZM_00000000000000000010_0,0.2918,0.1847,0.1645,0.315,0.3548,0.5613224457486595,0.5894694,0.49383796455649165,0.40279543,0.6910284,0.64390737,-0.5894694,0.49498433462906477,2023-10-09,17,23.81373971359841,72.72604392219604,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.72604392219604,23.81373971359841]}"
20231009T053731_20231009T054836_T42QZM_00000000000000000011_0,0.2426,0.135,0.1218,0.3294,0.3837,0.699372573217375,0.7182173,0.6339149397787345,0.5489724,0.83706635,0.76816976,-0.7182173,0.5984928085129957,2023-10-09,18,23.811227692093873,72.72175665118874,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.72175665118874,23.811227692093873]}"
20231009T053731_20231009T054836_T42QZM_00000000000000000012_0,0.2738,0.1652,0.1395,0.3709,0.4107,0.6080297722833123,0.65138745,0.5543343420638316,0.48447892,0.7572178,0.7489381,-0.65138745,0.5425198380661593,2023-10-09,19,23.81075571751817,72.72262548676761,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.72262548676761,23.81075571751817]}"
20231009T053731_20231009T054836_T42QZM_00000000000000000014_0,0.2783,0.1655,0.1655,0.3664,0.4108,0.6005684570359048,0.64275724,0.5296511639309457,0.4259452,0.7132736,0.6929997,-0.64275724,0.5239820355494106,2023-10-09,21,23.81802101810496,72.73175453315318,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.73175453315318,23.81802101810496]}"
20231009T053731_20231009T054836_T42QZM_00000000000000000015_0,0.2919,0.1957,0.163,0.3165,0.3623,0.45657951826904286,0.56269664,0.40476064941963386,0.36166048,0.60156614,0.57370144,-0.56269664,0.41939629227657155,2023-10-09,22,23.8198070482413,72.73249195287349,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.73249195287349,23.8198070482413]}"
20231009T053731_20231009T054836_T42QZM_00000000000000000016_0,0.2705,0.1658,0.1527,0.3328,0.3858,0.5235536766079668,0.5964262,0.46396220919432885,0.41156068,0.6714579,0.6211732,-0.5964262,0.4704785155066963,2023-10-09,23,23.81979754883215,72.73288384176482,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.73288384176482,23.81979754883215]}"
20231009T053731_20231009T054836_T42QZM_00000000000000000017_0,0.2952,0.1796,0.1717,0.3997,0.4406,0.6135206537801527,0.6176242,0.540483481743941,0.41638342,0.7219008,0.69573945,-0.6176242,0.532621969087136,2023-10-09,24,23.8185618136746,72.73177001671797,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.73177001671797,23.8185618136746]}"
20231009T053731_20231009T054836_T42QZM_00000000000000000018_0,0.2486,0.1418,0.1344,0.3543,0.4031,0.7057208842117186,0.70944214,0.6335850465706079,0.5267606,0.82031906,0.76180905,-0.70944214,0.6003686949609183,2023-10-09,25,23.818383922591895,72.73166688421249,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.73166688421249,23.818383922591895]}"
20231009T053731_20231009T054836_T43QBG_00000000000000000000_0,0.2757,0.1999,0.155,0.2483,0.2742,0.28176812172827836,0.45901638,0.25446802407166047,0.26540282,0.43857756,0.43438423,-0.45901638,0.2803030064264247,2023-10-09,1,23.814953019746564,72.72076770909507,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.72076770909507,23.814953019746564]}"
20231009T053731_20231009T054836_T43QBG_00000000000000000001_0,0.3016,0.2423,0.1579,0.2394,0.2623,0.22465361549625615,0.46062192,0.2084817195237615,0.22825027,0.36687517,0.40899423,-0.46062192,0.23320272427174515,2023-10-09,2,23.814807603653133,72.71704150149439,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71704150149439,23.814807603653133]}"
20231009T053731_20231009T054836_T43QBG_00000000000000000002_0,0.2111,0.0966,0.1041,0.3814,0.4537,0.7525747168962686,0.7340365,0.6767931860473071,0.6311127,0.84230536,0.8131617,-0.7340365,0.6315394435977641,2023-10-09,3,23.810862748972003,72.71279315798994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71279315798994,23.810862748972003]}"
20231009T053731_20231009T054836_T43QBG_00000000000000000003_0,0.3241,0.2601,0.168,0.241,0.2601,0.21725882655512008,0.44344994,0.20404196240227923,0.22598478,0.3415679,0.3317048,-0.44344994,0.22666441222075778,2023-10-09,4,23.813948805444607,72.71391655505806,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71391655505806,23.813948805444607]}"
20231009T053731_20231009T054836_T43QBG_00000000000000000004_0,0.2961,0.2139,0.1554,0.2883,0.3029,0.3499965462356175,0.52241814,0.31606745164476663,0.32080418,0.50798404,0.52773845,-0.52241814,0.33903195788381785,2023-10-09,5,23.816451041007095,72.718288384796,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.718288384796,23.816451041007095]}"
20231009T053731_20231009T054836_T43QBG_00000000000000000005_0,0.2499,0.1383,0.1342,0.2943,0.3322,0.5427479002367841,0.60808635,0.47892050806907127,0.4456836,0.71737,0.68937683,-0.60808635,0.4832525414276547,2023-10-09,6,23.816251651928013,72.71701623418791,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71701623418791,23.816251651928013]}"
20231009T053731_20231009T054836_T43QBG_00000000000000000006_0,0.2878,0.212,0.1616,0.2592,0.2908,0.34212622742910453,0.518836,0.3096621401944808,0.28794888,0.509814,0.532955,-0.518836,0.33374660489895597,2023-10-09,7,23.81594891362893,72.71486276691512,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71486276691512,23.81594891362893]}"
