system:index,B11,B12,B5,B6,B7,EVI,GNDVI,MSAVI,NDRE,NDVI,NDVI_SG,NDWI,SAVI,date,id,latitude,longitude,.geo
20231014T053759_20231014T054911_T43QBG_00000000000000000018_0,0.2473,0.1374,0.147,0.335,0.3838,0.6005037188278093,0.57711446,0.474562420635268,0.44254836,0.6698859,0.7150676,-0.57711446,0.4790707607123928,2023-10-14,25,23.81845447748001,72.73169687742295,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.73169687742295,23.81845447748001]}"
20231019T053831_20231019T054733_T42QZM_00000000000000000000_0,0.2062,0.1202,0.13,0.2193,0.242,0.2998600142783271,0.50368553,0.26612783400294165,0.3062967,0.49816403,0.5361067,-0.50368553,0.2953555902280101,2023-10-19,1,23.81494921194685,72.72078447951002,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.72078447951002,23.81494921194685]}"
20231019T053831_20231019T054733_T42QZM_00000000000000000001_0,0.2403,0.1585,0.1368,0.2095,0.2328,0.269580309407963,0.4990452,0.24238716107723723,0.26510876,0.46227878,0.48029172,-0.4990452,0.27168225938512164,2023-10-19,2,23.814771068947337,72.71695593337661,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71695593337661,23.814771068947337]}"
20231019T053831_20231019T054733_T42QZM_00000000000000000002_0,0.2098,0.1032,0.0972,0.3442,0.4129,0.6489339211307985,0.729594,0.6070395095077006,0.61912227,0.8110892,0.77871424,-0.729594,0.5805186582703253,2023-10-19,3,23.810904395741456,72.71272823281888,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71272823281888,23.810904395741456]}"
20231019T053831_20231019T054733_T42QZM_00000000000000000003_0,0.3207,0.2583,0.1729,0.2505,0.2693,0.20982649528313368,0.44571277,0.19832502457275514,0.22327045,0.32473853,0.38755286,-0.44571277,0.2197892817816941,2023-10-19,4,23.81394299041448,72.71389317297589,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71389317297589,23.81394299041448]}"
20231019T053831_20231019T054733_T42QZM_00000000000000000004_0,0.2607,0.1601,0.1429,0.289,0.3216,0.4444759225419629,0.60315114,0.4013177930855381,0.38996798,0.6263736,0.64906436,-0.60315114,0.4178142784839272,2023-10-19,5,23.8164528729731,72.71827839281798,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71827839281798,23.8164528729731]}"
20231019T053831_20231019T054733_T42QZM_00000000000000000005_0,0.2821,0.1751,0.1483,0.245,0.2774,0.39948999789521283,0.58584255,0.36532064797380637,0.33868447,0.601921,0.5374095,-0.58584255,0.38683126377452737,2023-10-19,6,23.816303349466093,72.71699962423295,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71699962423295,23.816303349466093]}"
20231019T053831_20231019T054733_T42QZM_00000000000000000006_0,0.2875,0.2031,0.1597,0.2837,0.3092,0.3318850197773563,0.51854694,0.3092651356703408,0.30032858,0.5027848,0.51818126,-0.51854694,0.3328491568897625,2023-10-19,7,23.8159948173079,72.71483397682769,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71483397682769,23.8159948173079]}"
20231019T053831_20231019T054733_T42QZM_00000000000000000007_0,0.285,0.1863,0.1483,0.3242,0.3523,0.4616885620479402,0.5965685,0.4278357037001325,0.39788875,0.64382905,0.67922556,-0.5965685,0.44025463098699424,2023-10-19,8,23.814438900010757,72.71577001355423,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71577001355423,23.814438900010757]}"
20231019T053831_20231019T054733_T42QZM_00000000000000000008_0,0.2574,0.1468,0.1394,0.2784,0.3345,0.4343615855718262,0.61008483,0.4052395762251261,0.39640614,0.63788724,0.574108,-0.61008483,0.4215708098085986,2023-10-19,9,23.812743186750275,72.71876080118784,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71876080118784,23.812743186750275]}"
20231019T053831_20231019T054733_T42QZM_00000000000000000009_0,0.2543,0.1483,0.1288,0.3527,0.4026,0.6561055339634453,0.72045994,0.6174048285211932,0.54220724,0.80116236,0.7752099,-0.72045994,0.5897331605417855,2023-10-19,10,23.811962723797375,72.71746407975041,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71746407975041,23.811962723797375]}"
20231019T053831_20231019T054733_T42QZM_0000000000000000000a_0,0.3106,0.2494,0.175,0.256,0.2742,0.23976498242394376,0.4419778,0.2255485999664838,0.24045141,0.36160076,0.40257534,-0.4419778,0.24755382327534128,2023-10-19,11,23.813647096327806,72.72241393489234,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.72241393489234,23.813647096327806]}"
20231019T053831_20231019T054733_T42QZM_0000000000000000000b_0,0.3086,0.2089,0.1874,0.3638,0.3794,0.4451223319998099,0.5367393,0.41640753656129265,0.33651975,0.5851354,0.6095269,-0.5367393,0.4281982901165572,2023-10-19,12,23.81303273325521,72.7217101419017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.7217101419017,23.81303273325521]}"
20231019T053831_20231019T054733_T42QZM_0000000000000000000c_0,0.2275,0.1218,0.1183,0.3453,0.4087,0.667018621473354,0.7154471,0.6185464909014311,0.5620951,0.8150537,0.8056507,-0.7154471,0.589119135076694,2023-10-19,13,23.81240179738519,72.72169213111717,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.72169213111717,23.81240179738519]}"
20231019T053831_20231019T054733_T42QZM_0000000000000000000e_0,0.2598,0.1563,0.1304,0.2949,0.3321,0.45608794299749555,0.58092684,0.41700410380277486,0.4605998,0.6145404,0.66600364,-0.58092684,0.43012585869649017,2023-10-19,15,23.81382747672902,72.72614446677167,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.72614446677167,23.81382747672902]}"
20231019T053831_20231019T054733_T42QZM_0000000000000000000f_0,0.2506,0.1379,0.1539,0.3729,0.3989,0.649762529203938,0.63085085,0.5902145400994325,0.47312564,0.7718756,0.7667316,-0.63085085,0.5705082364704956,2023-10-19,16,23.812269138327217,72.72717831350943,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.72717831350943,23.812269138327217]}"
20231019T053831_20231019T054733_T42QZM_00000000000000000010_0,0.2911,0.1968,0.1635,0.2942,0.3329,0.4794830276929768,0.5693527,0.43046464646632054,0.3710329,0.6318682,0.61475545,-0.5693527,0.4419300095896798,2023-10-19,17,23.81373971359841,72.72604392219604,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.72604392219604,23.81373971359841]}"
20231019T053831_20231019T054733_T42QZM_00000000000000000011_0,0.2463,0.1337,0.1275,0.3503,0.3873,0.6723652539609715,0.7122105,0.6162825075293183,0.54755145,0.7976092,0.7286967,-0.7122105,0.5892204439208905,2023-10-19,18,23.811227692093873,72.72175665118874,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.72175665118874,23.811227692093873]}"
20231019T053831_20231019T054733_T42QZM_00000000000000000012_0,0.2727,0.1555,0.149,0.3929,0.4271,0.651938892184314,0.6628737,0.5859229002688112,0.48629546,0.76571774,0.7630346,-0.6628737,0.5674896083891108,2023-10-19,19,23.81075571751817,72.72262548676761,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.72262548676761,23.81075571751817]}"
20231019T053831_20231019T054733_T42QZM_00000000000000000013_0,0.245,0.1371,0.1357,0.3247,0.3663,0.5209262469217368,0.6170669,0.4747265401245629,0.4707488,0.67413986,0.64310026,-0.6170669,0.47927407561299273,2023-10-19,20,23.811173057865716,72.72028457278296,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.72028457278296,23.811173057865716]}"
20231019T053831_20231019T054733_T42QZM_00000000000000000014_0,0.2787,0.1757,0.1642,0.3374,0.3872,0.5250180809017447,0.62100255,0.4791201649476132,0.39106247,0.68319494,0.6286087,-0.62100255,0.4829755546797442,2023-10-19,21,23.81802101810496,72.73175453315318,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.73175453315318,23.81802101810496]}"
20231019T053831_20231019T054733_T42QZM_00000000000000000015_0,0.2974,0.2024,0.1794,0.3259,0.3575,0.4642628081306009,0.5632598,0.40386283281712587,0.31864795,0.60073763,0.54688877,-0.5632598,0.4186121207056585,2023-10-19,22,23.8198070482413,72.73249195287349,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.73249195287349,23.8198070482413]}"
20231019T053831_20231019T054733_T42QZM_00000000000000000016_0,0.2743,0.169,0.1561,0.3349,0.3706,0.4706843928852795,0.59384197,0.422460731673711,0.38555402,0.62474036,0.61690706,-0.59384197,0.4350691228387934,2023-10-19,23,23.81979754883215,72.73288384176482,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.73288384176482,23.81979754883215]}"
20231019T053831_20231019T054733_T42QZM_00000000000000000017_0,0.2838,0.1597,0.167,0.4075,0.4407,0.5896443064427225,0.6208845,0.5354005119803145,0.4271012,0.71581775,0.71782404,-0.6208845,0.528632373484766,2023-10-19,24,23.8185618136746,72.73177001671797,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.73177001671797,23.8185618136746]}"
20231019T053831_20231019T054733_T42QZM_00000000000000000018_0,0.2543,0.1503,0.1401,0.335,0.3876,0.5977553339464383,0.6882949,0.5519670014177609,0.4730111,0.7663509,0.7307943,-0.6882949,0.5402798318653157,2023-10-19,25,23.818383922591895,72.73166688421249,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.73166688421249,23.818383922591895]}"
20231019T053831_20231019T054733_T43QBG_00000000000000000000_0,0.2131,0.1272,0.1361,0.2322,0.2654,0.3071144364759565,0.5084541,0.27167862052131914,0.29463592,0.5012019,0.5154118,-0.5084541,0.3004322640508036,2023-10-19,1,23.814953019746564,72.72076770909507,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.72076770909507,23.814953019746564]}"
20231019T053831_20231019T054733_T43QBG_00000000000000000001_0,0.2532,0.1781,0.1341,0.2059,0.236,0.247131651965316,0.47619048,0.22716379753787097,0.27454692,0.4283116,0.40925124,-0.47619048,0.25539220455907924,2023-10-19,2,23.814807603653133,72.71704150149439,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71704150149439,23.814807603653133]}"
20231019T053831_20231019T054733_T43QBG_00000000000000000002_0,0.2097,0.1028,0.0971,0.3434,0.4129,0.6854233403605671,0.7372112,0.6364506871148463,0.6252412,0.8368593,0.7963679,-0.7372112,0.6004694634097026,2023-10-19,3,23.810862748972003,72.71279315798994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71279315798994,23.810862748972003]}"
20231019T053831_20231019T054733_T43QBG_00000000000000000003_0,0.3191,0.2563,0.1727,0.2485,0.2676,0.2039136283810882,0.43581447,0.1922118181806367,0.21303259,0.31912786,0.36524388,-0.43581447,0.21381142739754433,2023-10-19,4,23.813948805444607,72.71391655505806,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71391655505806,23.813948805444607]}"
20231019T053831_20231019T054733_T43QBG_00000000000000000004_0,0.252,0.145,0.1435,0.2982,0.3305,0.44302232459186824,0.60384333,0.40094112438490803,0.3880597,0.62587416,0.6242183,-0.60384333,0.41748113111645363,2023-10-19,5,23.816451041007095,72.718288384796,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.718288384796,23.816451041007095]}"
20231019T053831_20231019T054733_T43QBG_00000000000000000005_0,0.3037,0.203,0.1481,0.2386,0.2719,0.40991627754083426,0.58117396,0.36772167059482924,0.33750838,0.60839164,0.53709394,-0.58117396,0.38919477073419645,2023-10-19,6,23.816251651928013,72.71701623418791,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71701623418791,23.816251651928013]}"
20231019T053831_20231019T054733_T43QBG_00000000000000000006_0,0.2816,0.1987,0.1584,0.2808,0.3012,0.34740173928640183,0.5304832,0.3173132073904837,0.3126492,0.5098578,0.51890457,-0.5304832,0.3402353958059641,2023-10-19,7,23.81594891362893,72.71486276691512,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71486276691512,23.81594891362893]}"
20231019T053831_20231019T054733_T43QBG_00000000000000000007_0,0.2832,0.1869,0.1485,0.3119,0.3416,0.4627628674814907,0.59730923,0.42807592944956785,0.39732143,0.6442216,0.6574761,-0.59730923,0.4404658360860029,2023-10-19,8,23.81442769970686,72.71577252953405,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71577252953405,23.81442769970686]}"
20231019T053831_20231019T054733_T43QBG_00000000000000000008_0,0.255,0.1617,0.1274,0.2663,0.3001,0.4705714539864311,0.6195707,0.4349961356361417,0.43603367,0.6860707,0.66135126,-0.6195707,0.447558764011017,2023-10-19,9,23.81266621740174,72.71874706260162,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71874706260162,23.81266621740174]}"
20231019T053831_20231019T054733_T43QBG_0000000000000000000a_0,0.3201,0.2572,0.18,0.2639,0.2804,0.2378098637736386,0.4519038,0.22218740730427555,0.23371646,0.3516791,0.3548304,-0.4519038,0.2435400381214987,2023-10-19,11,23.813712672253867,72.72235936305998,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.72235936305998,23.813712672253867]}"
20231019T053831_20231019T054733_T43QBG_0000000000000000000b_0,0.3186,0.2177,0.2015,0.3474,0.3614,0.456527472307668,0.5312309,0.4170596980683018,0.30252683,0.58742887,0.6100378,-0.5312309,0.4288574352828445,2023-10-19,12,23.812980498293154,72.72168527704638,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.72168527704638,23.812980498293154]}"
20231019T053831_20231019T054733_T43QBG_0000000000000000000c_0,0.2302,0.1275,0.1224,0.3503,0.402,0.6636710757700724,0.70751804,0.611333010943,0.54404914,0.81479865,0.7939313,-0.70751804,0.583507545384092,2023-10-19,13,23.81234872488158,72.72169630743916,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.72169630743916,23.81234872488158]}"
20231019T053831_20231019T054733_T43QBG_0000000000000000000e_0,0.2767,0.1758,0.1458,0.2951,0.3349,0.3447822842431347,0.51090485,0.3141164987952867,0.38141707,0.4759746,0.5225053,-0.51090485,0.3346791231998589,2023-10-19,15,23.813769151172522,72.7261852290762,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.7261852290762,23.813769151172522]}"
20231019T053831_20231019T054733_T43QBG_0000000000000000000f_0,0.2565,0.1388,0.1533,0.3646,0.3968,0.6501923643195127,0.6330553,0.5902289758687835,0.47508988,0.7713816,0.7647158,-0.6330553,0.5705596211219979,2023-10-19,16,23.812249305025215,72.72719294630869,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.72719294630869,23.812249305025215]}"
20231019T053831_20231019T054733_T43QBG_00000000000000000010_0,0.3014,0.2132,0.1745,0.2851,0.3204,0.40013515842820996,0.55263156,0.365680533649088,0.308774,0.5584905,0.5747562,-0.55263156,0.384415564467816,2023-10-19,17,23.813677450570285,72.7260887026088,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.7260887026088,23.813677450570285]}"
20231019T053831_20231019T054733_T43QBG_00000000000000000011_0,0.2352,0.1227,0.1198,0.3647,0.4189,0.7422326849224592,0.7258035,0.6769930944511546,0.5899367,0.8388757,0.81502265,-0.7258035,0.6324114860547945,2023-10-19,18,23.811175431252913,72.72171679143995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.72171679143995,23.811175431252913]}"
20231019T053831_20231019T054733_T43QBG_00000000000000000012_0,0.2728,0.1562,0.1493,0.3944,0.4293,0.6597015731828904,0.66118544,0.5910293809923997,0.48843583,0.7687296,0.7608445,-0.66118544,0.5714285523128882,2023-10-19,19,23.810737208525776,72.72260754005633,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.72260754005633,23.810737208525776]}"
20231019T053831_20231019T054733_T43QBG_00000000000000000014_0,0.2814,0.1738,0.163,0.3314,0.3852,0.4200762893045522,0.56078064,0.3764248602868023,0.34128106,0.57485175,0.57047427,-0.56078064,0.3944112932011992,2023-10-19,21,23.81809490551643,72.73180125740016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.73180125740016,23.81809490551643]}"
20231019T053831_20231019T054733_T43QBG_00000000000000000015_0,0.3005,0.2062,0.183,0.3288,0.3613,0.44611799705419597,0.55165607,0.389153244687731,0.3180548,0.56886226,0.56499153,-0.55165607,0.4046166802112771,2023-10-19,22,23.819819834460695,72.73245817111389,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.73245817111389,23.819819834460695]}"
20231019T053831_20231019T054733_T43QBG_00000000000000000016_0,0.2803,0.1757,0.1631,0.3415,0.3753,0.49540023877308215,0.58646613,0.4401720003203566,0.37485626,0.64428145,0.65800405,-0.58646613,0.45033643393556005,2023-10-19,23,23.819827050264973,72.73294869248998,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.73294869248998,23.819827050264973]}"
20231019T053831_20231019T054733_T43QBG_00000000000000000017_0,0.2811,0.1603,0.1642,0.3926,0.4275,0.5522009274272004,0.6126385,0.5010191503766647,0.41062456,0.69360054,0.7125286,-0.6126385,0.5008298034845812,2023-10-19,24,23.818546175083224,72.73179341138616,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.73179341138616,23.818546175083224]}"
20231019T053831_20231019T054733_T43QBG_00000000000000000018_0,0.2542,0.1535,0.1405,0.3234,0.3764,0.5424111623093719,0.623055,0.4921173517367275,0.44988254,0.70881397,0.71633476,-0.623055,0.49367899578370894,2023-10-19,25,23.81845447748001,72.73169687742295,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.73169687742295,23.81845447748001]}"
20231024T053909_20231024T054204_T42QZM_00000000000000000000_0,0.2398,0.1613,0.1254,0.2467,0.2693,0.4031888945298378,0.5555555,0.34472886230259325,0.38978103,0.5875486,0.54420304,-0.5555555,0.368806698458352,2023-10-24,1,23.81494921194685,72.72078447951002,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.72078447951002,23.81494921194685]}"
20231024T053909_20231024T054204_T42QZM_00000000000000000001_0,0.2935,0.2279,0.1599,0.2578,0.2874,0.3317618748954951,0.52248394,0.2964621205306075,0.28021604,0.49605468,0.4893723,-0.52248394,0.32140420776153106,2023-10-24,2,23.814771068947337,72.71695593337661,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71695593337661,23.814771068947337]}"
20231024T053909_20231024T054204_T42QZM_00000000000000000002_0,0.2073,0.1066,0.0987,0.3094,0.3762,0.6261274907540408,0.7045658,0.5500302397474064,0.58832115,0.7777778,0.7765617,-0.7045658,0.5383455473953704,2023-10-24,3,23.810904395741456,72.71272823281888,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71272823281888,23.810904395741456]}"
20231024T053909_20231024T054204_T42QZM_00000000000000000003_0,0.288,0.2267,0.1567,0.2457,0.2756,0.2719022698996765,0.49268842,0.24172342357951093,0.2575219,0.41546667,0.40257496,-0.49268842,0.267085713999612,2023-10-24,4,23.81394299041448,72.71389317297589,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71389317297589,23.81394299041448]}"
20231024T053909_20231024T054204_T42QZM_00000000000000000004_0,0.2608,0.158,0.136,0.3317,0.3626,0.553718085735721,0.64466107,0.48443203198799634,0.46372238,0.69613886,0.6565886,-0.64466107,0.48741599985129513,2023-10-24,5,23.8164528729731,72.71827839281798,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71827839281798,23.8164528729731]}"
20231024T053909_20231024T054204_T42QZM_00000000000000000005_0,0.3308,0.2418,0.163,0.232,0.263,0.32130079324781696,0.5280528,0.2856894084326567,0.26043555,0.48476753,0.5202613,-0.5280528,0.31125600951480675,2023-10-24,6,23.816303349466093,72.71699962423295,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71699962423295,23.816303349466093]}"
20231024T053909_20231024T054204_T42QZM_00000000000000000006_0,0.2802,0.2047,0.1572,0.2842,0.3074,0.3834554012186861,0.53336674,0.33465269712948553,0.32065687,0.53722334,0.5190715,-0.53336674,0.3569518679003978,2023-10-24,7,23.8159948173079,72.71483397682769,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71483397682769,23.8159948173079]}"
20231024T053909_20231024T054204_T42QZM_00000000000000000007_0,0.2497,0.1442,0.1354,0.3221,0.3578,0.5498853567556239,0.62780064,0.48460262442280677,0.44892144,0.7173179,0.69037473,-0.62780064,0.4877541979043617,2023-10-24,8,23.814438900010757,72.71577001355423,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71577001355423,23.814438900010757]}"
20231024T053909_20231024T054204_T42QZM_00000000000000000008_0,0.2686,0.1702,0.142,0.2647,0.3103,0.38830500445584937,0.564467,0.3469113302885885,0.36916927,0.55577993,0.56604016,-0.564467,0.3685561290261651,2023-10-24,9,23.812743186750275,72.71876080118784,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71876080118784,23.812743186750275]}"
20231024T053909_20231024T054204_T42QZM_00000000000000000009_0,0.2468,0.1513,0.1208,0.3398,0.4258,0.7090669575014168,0.7311321,0.6428228916591096,0.56949395,0.82398015,0.7752099,-0.7311321,0.6072337231912129,2023-10-24,10,23.811962723797375,72.71746407975041,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71746407975041,23.811962723797375]}"
20231024T053909_20231024T054204_T42QZM_0000000000000000000a_0,0.3136,0.2572,0.1696,0.266,0.2931,0.3085642215538343,0.49830505,0.277677920438436,0.29185802,0.4304207,0.41346365,-0.49830505,0.29948530116915156,2023-10-24,11,23.813647096327806,72.72241393489234,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.72241393489234,23.813647096327806]}"
20231024T053909_20231024T054204_T42QZM_0000000000000000000b_0,0.2654,0.1729,0.1504,0.3182,0.3442,0.46851551891483656,0.5507246,0.41200748559281947,0.3896104,0.62044495,0.6136993,-0.5507246,0.42629529708305813,2023-10-24,12,23.81303273325521,72.7217101419017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.7217101419017,23.81303273325521]}"
20231024T053909_20231024T054204_T42QZM_0000000000000000000c_0,0.2205,0.1199,0.1125,0.3259,0.3986,0.6992751888711799,0.71794873,0.6211159468216196,0.584334,0.81081074,0.80607736,-0.71794873,0.5916186937332322,2023-10-24,13,23.81240179738519,72.72169213111717,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.72169213111717,23.81240179738519]}"
20231024T053909_20231024T054204_T42QZM_0000000000000000000e_0,0.2594,0.1621,0.1231,0.3096,0.3635,0.5090877267314595,0.6196967,0.4542519959230443,0.49908444,0.653872,0.6734286,-0.6196967,0.4621364258571816,2023-10-24,15,23.81382747672902,72.72614446677167,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.72614446677167,23.81382747672902]}"
20231024T053909_20231024T054204_T42QZM_0000000000000000000f_0,0.2613,0.1528,0.1483,0.369,0.4236,0.6949297339465337,0.65687555,0.6122370596773596,0.49822363,0.7862041,0.7673801,-0.65687555,0.5871660777380929,2023-10-24,16,23.812269138327217,72.72717831350943,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.72717831350943,23.812269138327217]}"
20231024T053909_20231024T054204_T42QZM_00000000000000000010_0,0.2904,0.2008,0.1582,0.2848,0.3257,0.4764442219051964,0.56880325,0.41860686782015877,0.37741047,0.6211208,0.6181059,-0.56880325,0.4317449742563972,2023-10-24,17,23.81373971359841,72.72604392219604,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.72604392219604,23.81373971359841]}"
20231024T053909_20231024T054204_T42QZM_00000000000000000011_0,0.2519,0.1454,0.1256,0.3145,0.3719,0.6608228849883837,0.7007874,0.5898248964235806,0.5405999,0.7809725,0.71864873,-0.7007874,0.569475828004522,2023-10-24,18,23.811227692093873,72.72175665118874,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.72175665118874,23.811227692093873]}"
20231024T053909_20231024T054204_T42QZM_00000000000000000012_0,0.2482,0.1384,0.1313,0.37,0.4183,0.6719245151250782,0.67634195,0.5876141105953482,0.52504975,0.77777773,0.7630161,-0.67634195,0.5679462037354364,2023-10-24,19,23.81075571751817,72.72262548676761,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.72262548676761,23.81075571751817]}"
20231024T053909_20231024T054204_T42QZM_00000000000000000013_0,0.2479,0.1538,0.1359,0.3024,0.3557,0.4686097144039277,0.6075778,0.41979839482784204,0.44789764,0.6148618,0.62880766,-0.6075778,0.432441042830533,2023-10-24,20,23.811173057865716,72.72028457278296,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.72028457278296,23.811173057865716]}"
20231024T053909_20231024T054204_T42QZM_00000000000000000014_0,0.2706,0.1791,0.162,0.3191,0.3728,0.5268470191744221,0.59576344,0.4515334976830882,0.38120705,0.65833527,0.6070633,-0.59576344,0.46004702518483576,2023-10-24,21,23.81802101810496,72.73175453315318,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.73175453315318,23.81802101810496]}"
20231024T053909_20231024T054204_T42QZM_00000000000000000015_0,0.2778,0.1794,0.146,0.2951,0.3242,0.437417768768547,0.5813084,0.3937489721846865,0.39719242,0.5954739,0.5423729,-0.5813084,0.4099762158992945,2023-10-24,22,23.8198070482413,72.73249195287349,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.73249195287349,23.8198070482413]}"
20231024T053909_20231024T054204_T42QZM_00000000000000000016_0,0.2385,0.1502,0.1421,0.3039,0.3318,0.44583212462727656,0.57858205,0.39581443890997614,0.38284472,0.62781185,0.61531657,-0.57858205,0.4133752265135891,2023-10-24,23,23.81979754883215,72.73288384176482,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.73288384176482,23.81979754883215]}"
20231024T053909_20231024T054204_T42QZM_00000000000000000017_0,0.28,0.1565,0.1611,0.4145,0.471,0.6707596697266479,0.6391033,0.5792357513471333,0.46928018,0.7428683,0.72298247,-0.6391033,0.5636489349831972,2023-10-24,24,23.8185618136746,72.73177001671797,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.73177001671797,23.8185618136746]}"
20231024T053909_20231024T054204_T42QZM_00000000000000000018_0,0.2508,0.1447,0.1378,0.3322,0.3818,0.5875685810701406,0.6690141,0.518377857079606,0.46692458,0.7354691,0.72966224,-0.6690141,0.5145144278619954,2023-10-24,25,23.818383922591895,72.73166688421249,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.73166688421249,23.818383922591895]}"
20231024T053909_20231024T054204_T43QBG_00000000000000000000_0,0.2535,0.1782,0.1361,0.2601,0.294,0.4037338295817756,0.5576188,0.3452692872730103,0.35390458,0.58930063,0.54420304,-0.5576188,0.36936780297044025,2023-10-24,1,23.814953019746564,72.72076770909507,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.72076770909507,23.814953019746564]}"
20231024T053909_20231024T054204_T43QBG_00000000000000000001_0,0.3051,0.2463,0.1637,0.2406,0.2843,0.28665319946325474,0.5003812,0.26610354399074776,0.28655478,0.42539835,0.42999455,-0.5003812,0.28910521123203575,2023-10-24,2,23.814807603653133,72.71704150149439,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71704150149439,23.814807603653133]}"
20231024T053909_20231024T054204_T43QBG_00000000000000000002_0,0.2074,0.1056,0.0958,0.3025,0.3714,0.632738545186196,0.71633106,0.5608787940836298,0.60033375,0.7887619,0.77777785,-0.71633106,0.5462912976919134,2023-10-24,3,23.810862748972003,72.71279315798994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71279315798994,23.810862748972003]}"
20231024T053909_20231024T054204_T43QBG_00000000000000000003_0,0.2886,0.2297,0.1564,0.2436,0.2738,0.2717410337720926,0.4928937,0.24110333976116816,0.25346062,0.41792655,0.40257496,-0.4928937,0.2667738918464937,2023-10-24,4,23.813948805444607,72.71391655505806,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71391655505806,23.813948805444607]}"
